"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6850","User can login @smoke","chrome","2026-03-01","passed","2026-03-01","","login.spec.ts","",""
